README FIRST
-----
Fields:

Registration date
Total usage time	(in hours)
Pets				(YES or NO)
Carpet score		(1 to 9)
Sent for repair		(YES or NO)
Failure date
Battery, Impact sensor and IR sensor status	(OK or Damage)
----
Registration date,Total usage time,Pets,Carpet score,Sent for repair,Failure date,Battery status,Impact status,IR status
6Mar2015,1268,NO,4,YES,13Apr2019,Damage,OK,OK
16Jan2017,1414,NO,5,NO,---,---,---,---
30Nov2019,28,NO,2,NO,---,---,---,---
24Mar2019,304,NO,4,NO,---,---,---,---
19Jun2015,3790,YES,5,NO,---,---,---,---
23Apr2016,1353,NO,1,NO,---,---,---,---
15Jan2018,510,NO,2,NO,---,---,---,---
4Jan2017,1247,NO,7,NO,---,---,---,---
2Sep2015,2283,NO,4,NO,---,---,---,---
26Jul2019,146,NO,3,NO,---,---,---,---
2Sep2019,335,YES,4,NO,---,---,---,---
6May2016,257,YES,3,YES,6Sep2016,OK,OK,Damage
12Mar2015,2581,YES,3,YES,14Oct2017,Damage,OK,OK
7Jan2018,1020,NO,3,NO,---,---,---,---
8Dec2015,1949,NO,2,NO,---,---,---,---
5Sep2018,600,NO,5,NO,---,---,---,---
23Jul2015,1153,NO,5,NO,---,---,---,---
14Nov2018,546,NO,4,NO,---,---,---,---
7Aug2017,871,YES,6,NO,---,---,---,---
5Jun2015,2183,YES,4,YES,29Sep2017,Damage,OK,OK
23Jul2016,1218,NO,4,YES,13Jan2019,Damage,OK,OK
11May2016,1813,NO,1,NO,---,---,---,---
16Dec2019,39,YES,3,NO,---,---,---,---
18Oct2016,1731,YES,4,YES,17Jun2018,Damage,OK,OK
28Jun2017,914,NO,3,NO,---,---,---,---
14Sep2019,163,YES,3,NO,---,---,---,---
17Jul2019,163,NO,4,NO,---,---,---,---
14Aug2018,740,NO,5,NO,---,---,---,---
21Dec2018,464,YES,3,YES,4Jun2019,Damage,OK,OK
2May2016,1034,NO,6,NO,---,---,---,---
7Oct2018,544,NO,2,NO,---,---,---,---
16Sep2017,1395,YES,3,NO,---,---,---,---
26Jun2018,702,YES,1,NO,---,---,---,---
27Dec2017,1308,NO,3,NO,---,---,---,---
14Jan2018,727,NO,4,NO,---,---,---,---
30Apr2016,997,NO,3,NO,---,---,---,---
10Mar2016,1037,YES,2,YES,18Feb2017,Damage,OK,OK
2Feb2018,1776,YES,3,NO,---,---,---,---
29Oct2016,1801,NO,3,NO,---,---,---,---
26Apr2019,96,NO,2,NO,---,---,---,---
27May2018,204,NO,3,NO,---,---,---,---
27Jul2019,366,YES,3,NO,---,---,---,---
13Jan2015,2182,YES,2,YES,15Oct2019,OK,OK,OK
5Sep2018,339,NO,5,NO,---,---,---,---
28Feb2015,1122,NO,3,NO,---,---,---,---
17Jun2016,2318,YES,4,NO,---,---,---,---
7Sep2016,2573,YES,2,YES,7May2019,OK,Damage,OK
8Jul2018,1531,YES,2,NO,---,---,---,---
26Feb2015,1379,NO,1,NO,---,---,---,---
2Apr2019,391,YES,4,NO,---,---,---,---
22Sep2017,1021,NO,4,NO,---,---,---,---
23Sep2018,701,NO,2,NO,---,---,---,---
28May2018,563,NO,2,NO,---,---,---,---
26Feb2017,803,NO,2,NO,---,---,---,---
22Jan2019,432,NO,5,NO,---,---,---,---
1Jul2019,217,NO,3,NO,---,---,---,---
3May2019,280,NO,2,NO,---,---,---,---
24Jan2017,1254,NO,6,NO,---,---,---,---
28Jul2018,450,NO,5,NO,---,---,---,---
19Oct2018,717,YES,5,NO,---,---,---,---
15Jul2018,422,NO,1,NO,---,---,---,---
29Jul2016,1969,YES,2,NO,---,---,---,---
22Dec2017,299,NO,3,NO,---,---,---,---
19Dec2016,773,NO,2,NO,---,---,---,---
26Jul2017,501,YES,2,YES,23Mar2018,OK,OK,Damage
5Jan2017,1413,NO,1,NO,---,---,---,---
18Jan2016,2246,YES,4,YES,18Jan2019,Damage,OK,OK
4Dec2019,62,YES,1,NO,---,---,---,---
8Dec2019,65,YES,4,NO,---,---,---,---
2Nov2019,46,NO,7,NO,---,---,---,---
26Jan2016,2232,YES,4,YES,17Mar2018,Damage,OK,OK
24Dec2016,1479,NO,3,NO,---,---,---,---
11Oct2019,227,YES,2,NO,---,---,---,---
14Feb2017,470,NO,2,YES,10Dec2017,OK,OK,Damage
17Feb2019,728,YES,2,NO,---,---,---,---
8Jun2019,180,YES,3,NO,---,---,---,---
23Nov2019,90,YES,3,NO,---,---,---,---
26Oct2017,987,YES,2,NO,---,---,---,---
3Nov2018,424,NO,2,NO,---,---,---,---
10Oct2015,1973,NO,3,NO,---,---,---,---
7Sep2016,2876,YES,3,NO,---,---,---,---
16Jul2019,219,NO,1,NO,---,---,---,---
21Nov2016,1766,YES,4,NO,---,---,---,---
19Jun2017,685,NO,4,NO,---,---,---,---
8Jun2015,1118,NO,2,YES,21Jul2019,Damage,OK,OK
26Aug2016,1662,NO,3,NO,---,---,---,---
2Apr2019,189,NO,5,NO,---,---,---,---
1Dec2016,766,NO,5,NO,---,---,---,---
4Aug2017,618,NO,5,NO,---,---,---,---
26Mar2018,484,NO,3,NO,---,---,---,---
20May2017,2090,YES,3,NO,---,---,---,---
12Jan2017,1149,NO,2,NO,---,---,---,---
26Aug2017,1388,NO,2,NO,---,---,---,---
29Jun2019,248,NO,4,NO,---,---,---,---
25Apr2016,2213,YES,4,NO,---,---,---,---
17Nov2018,903,YES,3,NO,---,---,---,---
5Sep2016,816,NO,2,NO,---,---,---,---
20Oct2018,1247,YES,3,NO,---,---,---,---
27Nov2018,456,NO,5,NO,---,---,---,---
22Jan2015,1722,NO,4,YES,19Dec2017,OK,OK,Damage
11Jul2019,511,YES,3,NO,---,---,---,---
22Feb2019,894,YES,2,NO,---,---,---,---
13Aug2017,1107,NO,3,NO,---,---,---,---
16Feb2016,918,NO,3,NO,---,---,---,---
25Dec2017,1359,YES,4,NO,---,---,---,---
27Mar2017,1474,NO,6,NO,---,---,---,---
16Dec2017,983,YES,4,NO,---,---,---,---
30Mar2016,1219,YES,4,YES,15May2017,Damage,OK,OK
15Nov2017,661,NO,2,NO,---,---,---,---
15Apr2017,1807,YES,2,NO,---,---,---,---
8Jan2017,2309,YES,2,NO,---,---,---,---
17Jan2015,1799,NO,2,NO,---,---,---,---
1Aug2018,1361,YES,1,NO,---,---,---,---
26Jul2015,1916,NO,3,NO,---,---,---,---
19Oct2018,252,NO,4,NO,---,---,---,---
2Aug2019,296,YES,5,NO,---,---,---,---
27Nov2017,316,YES,1,YES,17May2018,OK,OK,Damage
24Nov2015,986,NO,4,NO,---,---,---,---
19Jul2018,593,NO,5,NO,---,---,---,---
15Jun2015,3244,YES,3,YES,20Oct2019,OK,Damage,OK
3Jun2016,1851,NO,3,NO,---,---,---,---
29Jan2019,1108,YES,3,NO,---,---,---,---
18Nov2017,348,NO,2,NO,---,---,---,---
22Mar2017,1247,YES,2,NO,---,---,---,---
31Aug2018,615,NO,3,NO,---,---,---,---
29May2017,1988,YES,4,NO,---,---,---,---
15Apr2017,1797,YES,3,YES,6Nov2019,OK,OK,Damage
23Jul2016,394,NO,5,YES,6Sep2017,OK,OK,Damage
2Apr2017,759,NO,3,NO,---,---,---,---
23Mar2016,2566,YES,2,YES,20Mar2019,OK,Damage,OK
9Aug2016,1797,NO,7,YES,19Oct2019,Damage,OK,OK
8Jul2019,517,YES,2,NO,---,---,---,---
1Aug2018,1165,YES,4,NO,---,---,---,---
12Apr2016,2856,YES,2,NO,---,---,---,---
1Jan2018,308,NO,4,NO,---,---,---,---
12Jul2015,3591,YES,3,NO,---,---,---,---
25Dec2019,7,NO,2,NO,---,---,---,---
30Jan2016,1259,NO,2,NO,---,---,---,---
26Mar2017,2306,YES,4,NO,---,---,---,---
16Apr2019,277,NO,2,NO,---,---,---,---
21Sep2017,1094,NO,3,NO,---,---,---,---
14Feb2015,635,NO,2,NO,---,---,---,---
13Oct2015,1430,NO,3,NO,---,---,---,---
5Aug2017,1572,YES,2,NO,---,---,---,---
23Jan2019,350,NO,5,NO,---,---,---,---
19Feb2017,842,NO,4,NO,---,---,---,---
23Nov2016,531,NO,5,NO,---,---,---,---
3Mar2015,1258,NO,2,YES,15Sep2019,OK,OK,OK
6Oct2017,1753,YES,1,NO,---,---,---,---
4Jul2018,673,YES,5,NO,---,---,---,---
20Feb2019,561,YES,4,NO,---,---,---,---
16Mar2017,881,NO,3,NO,---,---,---,---
6Sep2019,105,NO,3,NO,---,---,---,---
16Sep2016,1888,NO,2,NO,---,---,---,---
4Jan2017,1264,NO,3,NO,---,---,---,---
23Sep2019,211,YES,3,NO,---,---,---,---
20Oct2016,1915,YES,4,NO,---,---,---,---
26Oct2015,1839,NO,5,NO,---,---,---,---
29Nov2017,797,NO,1,NO,---,---,---,---
22Dec2016,2627,YES,3,NO,---,---,---,---
8Jun2019,202,NO,5,NO,---,---,---,---
12Dec2018,366,NO,4,NO,---,---,---,---
24Sep2017,667,NO,2,NO,---,---,---,---
26Apr2015,3481,YES,6,NO,---,---,---,---
18Nov2017,1194,NO,2,NO,---,---,---,---
23Jan2016,1519,YES,3,YES,31May2017,Damage,OK,OK
3Dec2018,725,YES,4,NO,---,---,---,---
5Aug2017,1073,YES,3,NO,---,---,---,---
7Nov2018,994,YES,3,NO,---,---,---,---
24Jan2018,645,NO,4,NO,---,---,---,---
22Apr2019,231,NO,5,NO,---,---,---,---
24May2015,1314,NO,7,NO,---,---,---,---
16Feb2015,1923,YES,3,NO,---,---,---,---
10Sep2019,71,NO,8,NO,---,---,---,---
5Aug2015,1612,NO,2,YES,---,OK,OK,Damage
10Apr2017,1215,YES,3,NO,---,---,---,---
6Aug2015,2128,YES,2,NO,---,---,---,---
24May2015,1660,NO,6,NO,---,---,---,---
27Mar2018,472,NO,3,NO,---,---,---,---
25Jun2015,1723,NO,2,NO,---,---,---,---
9Jun2015,1307,YES,2,YES,13Sep2016,Damage,OK,OK
6Feb2019,315,YES,5,NO,---,---,---,---
17Jan2017,1571,NO,3,NO,---,---,---,---
8Oct2019,100,YES,4,NO,---,---,---,---
27Apr2018,1480,YES,3,NO,---,---,---,---
10Jan2016,1444,NO,4,NO,---,---,---,---
14Nov2019,74,NO,3,NO,---,---,---,---
17Sep2017,733,NO,1,NO,---,---,---,---
9Jan2017,2095,YES,2,YES,6Nov2019,Damage,OK,OK
19May2019,255,NO,3,NO,---,---,---,---
16Jun2017,896,NO,4,NO,---,---,---,---
3Nov2016,2287,YES,5,NO,---,---,---,---
19Dec2017,678,NO,3,NO,---,---,---,---
12Jan2017,2102,YES,2,NO,---,---,---,---
18May2016,2750,YES,3,NO,---,---,---,---
29Aug2015,2209,NO,4,YES,20Dec2019,Damage,OK,OK
2Jan2015,2599,YES,3,YES,24May2019,Damage,OK,OK
10Jun2017,1716,YES,5,NO,---,---,---,---
3Sep2019,85,NO,5,NO,---,---,---,---
14Oct2019,103,NO,2,NO,---,---,---,---
29Oct2016,2463,YES,3,NO,---,---,---,---
2Nov2019,56,NO,4,NO,---,---,---,---
8Mar2016,2992,YES,2,YES,14May2019,OK,Damage,OK
20Oct2015,2600,YES,3,YES,14Feb2019,OK,Damage,OK
24Jan2018,487,NO,2,NO,---,---,---,---
31Aug2018,1055,YES,2,NO,---,---,---,---
5May2016,791,NO,3,YES,27Oct2019,OK,OK,OK
4Sep2019,151,NO,5,NO,---,---,---,---
8Feb2019,597,NO,2,NO,---,---,---,---
28Jul2018,891,YES,2,NO,---,---,---,---
16Aug2016,2536,YES,2,YES,23Dec2019,OK,OK,Damage
6Nov2015,650,NO,4,YES,28May2018,Damage,OK,OK
7Jan2019,522,NO,2,NO,---,---,---,---
2Dec2018,353,NO,4,NO,---,---,---,---
14Jan2017,1092,NO,5,NO,---,---,---,---
27Jun2015,2038,YES,3,NO,---,---,---,---
27Oct2015,2045,NO,4,NO,---,---,---,---
25Feb2018,554,NO,7,NO,---,---,---,---
6Nov2018,370,NO,3,NO,---,---,---,---
11Apr2019,225,NO,5,NO,---,---,---,---
18Dec2019,11,NO,2,NO,---,---,---,---
15Oct2016,1272,NO,5,NO,---,---,---,---
21Oct2015,1310,NO,2,NO,---,---,---,---
10May2016,2511,YES,2,NO,---,---,---,---
25Aug2016,2224,YES,2,NO,---,---,---,---
5Sep2015,2572,YES,4,YES,16May2019,OK,Damage,OK
10Aug2015,1607,NO,3,YES,23Jul2019,OK,OK,OK
23Dec2017,1490,YES,3,YES,7Jul2019,Damage,OK,OK
21Sep2019,122,NO,1,NO,---,---,---,---
8Jul2019,247,NO,3,NO,---,---,---,---
2Oct2017,1298,YES,4,NO,---,---,---,---
7Dec2016,1297,NO,6,NO,---,---,---,---
19Jan2015,3264,YES,4,YES,28Oct2019,Damage,OK,OK
6Sep2019,199,YES,4,NO,---,---,---,---
26Jan2015,1611,NO,3,NO,---,---,---,---
24Oct2016,1127,NO,2,NO,---,---,---,---
17Feb2019,728,YES,4,NO,---,---,---,---
9Nov2017,1788,YES,2,NO,---,---,---,---
1Feb2018,601,NO,3,NO,---,---,---,---
29Nov2016,1521,NO,2,NO,---,---,---,---
12Feb2015,1591,NO,2,NO,---,---,---,---
1Aug2018,645,NO,4,NO,---,---,---,---
28Jul2015,2101,NO,5,NO,---,---,---,---
17Sep2018,1209,YES,2,NO,---,---,---,---
10Apr2018,1226,YES,5,YES,13Sep2019,Damage,OK,OK
18Aug2017,841,NO,4,NO,---,---,---,---
3Aug2017,1180,NO,4,NO,---,---,---,---
16Jan2016,1035,NO,4,NO,---,---,---,---
26Feb2015,1539,NO,2,NO,---,---,---,---
30Jun2019,263,YES,6,NO,---,---,---,---
14Nov2018,250,NO,4,NO,---,---,---,---
31Oct2015,1829,NO,5,NO,---,---,---,---
4Sep2016,1289,YES,5,NO,---,---,---,---
7Nov2017,392,NO,3,NO,---,---,---,---
20Jun2019,254,NO,3,NO,---,---,---,---
14Mar2015,1734,NO,5,NO,---,---,---,---
15May2018,657,NO,3,NO,---,---,---,---
26Dec2018,801,YES,3,NO,---,---,---,---
29May2019,269,NO,4,NO,---,---,---,---
13Apr2016,784,NO,3,NO,---,---,---,---
15Feb2015,1369,NO,3,NO,---,---,---,---
11Oct2017,1101,NO,7,NO,---,---,---,---
11Nov2018,411,NO,4,NO,---,---,---,---
20May2019,270,NO,3,NO,---,---,---,---
8Apr2019,308,NO,1,NO,---,---,---,---
5Nov2019,68,NO,2,NO,---,---,---,---
2Jul2018,1143,YES,4,NO,---,---,---,---
2Nov2016,890,NO,1,NO,---,---,---,---
30Aug2015,1544,NO,3,NO,---,---,---,---
3Oct2018,771,YES,3,NO,---,---,---,---
28May2017,1796,YES,2,NO,---,---,---,---
28May2019,150,NO,3,NO,---,---,---,---
20Feb2015,3306,YES,3,YES,1Jun2019,Damage,OK,OK
1Jul2015,2449,NO,2,NO,---,---,---,---
2Jun2016,1078,NO,4,NO,---,---,---,---
2Jan2019,391,NO,1,NO,---,---,---,---
19Feb2016,1545,NO,5,NO,---,---,---,---
19Mar2015,2698,YES,3,YES,10Jul2018,OK,OK,Damage
5Mar2018,401,NO,5,YES,1Jul2019,OK,OK,Damage
13Jul2017,838,NO,4,NO,---,---,---,---
4Dec2019,26,NO,2,NO,---,---,---,---
14May2016,1388,NO,3,NO,---,---,---,---
27Feb2018,177,NO,2,NO,---,---,---,---
19Jun2018,1208,YES,3,YES,11Aug2019,Damage,OK,OK
9Sep2016,2198,YES,3,NO,---,---,---,---
22Jul2015,947,YES,3,YES,1Aug2016,OK,OK,Damage
10Feb2019,226,NO,2,NO,---,---,---,---
8Apr2019,526,YES,5,NO,---,---,---,---
22Nov2018,482,YES,3,NO,---,---,---,---
27Dec2019,4,NO,3,NO,---,---,---,---
28Dec2017,1038,YES,1,NO,---,---,---,---
14Oct2016,1833,NO,3,NO,---,---,---,---
11Apr2016,799,NO,4,NO,---,---,---,---
2Jul2019,166,NO,2,NO,---,---,---,---
7Aug2018,370,NO,1,NO,---,---,---,---
6Jan2015,933,NO,5,NO,---,---,---,---
10Oct2018,1191,YES,3,NO,---,---,---,---
22Sep2018,905,YES,3,NO,---,---,---,---
27Jan2018,694,NO,3,NO,---,---,---,---
10Apr2016,2957,YES,2,NO,---,---,---,---
12Nov2019,59,NO,5,NO,---,---,---,---
30Nov2018,306,NO,2,NO,---,---,---,---
12Dec2019,31,YES,3,NO,---,---,---,---
13Jul2019,182,NO,1,NO,---,---,---,---
22Oct2015,2222,YES,1,NO,---,---,---,---
11Jun2015,926,NO,5,NO,---,---,---,---
12Apr2018,409,NO,4,NO,---,---,---,---
8Nov2016,1117,NO,2,NO,---,---,---,---
18Jul2015,2141,NO,5,NO,---,---,---,---
21Mar2019,498,YES,2,NO,---,---,---,---
18Jun2016,1404,NO,7,NO,---,---,---,---
31Jan2019,317,NO,6,NO,---,---,---,---
29Aug2016,1277,YES,4,YES,26Dec2017,Damage,OK,OK
20Jan2016,1167,NO,4,NO,---,---,---,---
21Mar2017,420,NO,3,NO,---,---,---,---
16Aug2017,1267,YES,6,NO,---,---,---,---
21Oct2019,99,NO,3,NO,---,---,---,---
21Jan2015,1420,YES,1,YES,25Mar2016,Damage,OK,OK
7Jan2016,1521,NO,3,NO,---,---,---,---
16Dec2016,433,NO,5,YES,3Sep2018,Damage,OK,OK
25Jun2018,705,NO,2,NO,---,---,---,---
18Jul2017,1007,NO,6,NO,---,---,---,---
3Dec2018,126,NO,3,YES,22Feb2019,OK,OK,Damage
29Oct2019,41,NO,3,NO,---,---,---,---
23Dec2017,247,NO,4,YES,7Jun2018,OK,OK,Damage
27Aug2018,1253,YES,1,NO,---,---,---,---
24Jul2018,621,NO,5,NO,---,---,---,---
25Apr2017,948,NO,2,NO,---,---,---,---
15Apr2016,1220,YES,4,YES,1Jan2018,Damage,OK,OK
28Mar2019,351,NO,2,NO,---,---,---,---
13Aug2016,660,NO,4,YES,26Jan2019,OK,OK,OK
30Jan2018,419,NO,4,YES,1Nov2019,OK,OK,Damage
29Mar2016,1326,NO,7,NO,---,---,---,---
17Dec2018,527,NO,1,NO,---,---,---,---
26Jan2015,1775,NO,3,NO,---,---,---,---
9Jul2016,1459,NO,3,NO,---,---,---,---
2Sep2018,1024,YES,3,NO,---,---,---,---
13Jan2019,852,YES,4,NO,---,---,---,---
10Sep2016,2174,YES,3,NO,---,---,---,---
27Sep2018,1080,YES,1,NO,---,---,---,---
24Feb2017,2070,YES,4,NO,---,---,---,---
15Feb2019,428,YES,2,NO,---,---,---,---
26Sep2018,1048,YES,3,NO,---,---,---,---
4Apr2017,1454,YES,2,YES,16Aug2018,Damage,OK,OK
7Aug2017,1199,NO,4,NO,---,---,---,---
3Apr2019,329,NO,3,NO,---,---,---,---
11Apr2017,1513,YES,3,NO,---,---,---,---
12Aug2015,2362,YES,3,NO,---,---,---,---
28Jun2016,2791,YES,3,NO,---,---,---,---
25Sep2015,497,NO,7,YES,7Oct2017,OK,OK,Damage
26Sep2019,111,YES,6,NO,---,---,---,---
20Aug2016,3243,YES,4,NO,---,---,---,---
11Oct2017,1375,YES,4,YES,15Jan2019,Damage,OK,OK
16Jun2019,212,NO,4,NO,---,---,---,---
26Sep2017,765,NO,5,NO,---,---,---,---
16Feb2019,262,NO,6,NO,---,---,---,---
8Mar2019,497,YES,3,NO,---,---,---,---
10Mar2019,186,NO,3,NO,---,---,---,---
28Mar2018,551,NO,1,NO,---,---,---,---
24Jul2016,1854,NO,6,NO,---,---,---,---
12Dec2015,2192,NO,4,NO,---,---,---,---
22May2019,619,YES,5,NO,---,---,---,---
16Sep2016,93,NO,5,YES,21Dec2016,OK,OK,Damage
28Jun2017,2314,YES,4,NO,---,---,---,---
4Feb2016,2013,NO,5,NO,---,---,---,---
4Feb2016,1973,NO,4,NO,---,---,---,---
26Mar2015,1469,NO,3,NO,---,---,---,---
12Jan2016,2215,YES,2,YES,11May2018,Damage,OK,OK
2Mar2017,600,NO,1,NO,---,---,---,---
17Sep2017,647,NO,4,NO,---,---,---,---
14Aug2018,559,NO,2,NO,---,---,---,---
12Nov2019,115,YES,3,NO,---,---,---,---
5Jul2016,1269,NO,2,NO,---,---,---,---
8Sep2018,343,NO,2,NO,---,---,---,---
9May2018,868,NO,3,NO,---,---,---,---
1Feb2017,1292,NO,5,NO,---,---,---,---
16Nov2018,287,NO,2,NO,---,---,---,---
25Sep2016,1052,NO,3,NO,---,---,---,---
10Apr2017,822,NO,2,NO,---,---,---,---
24Nov2015,2338,YES,5,NO,---,---,---,---
2Aug2016,1378,NO,2,NO,---,---,---,---
6Feb2015,1737,NO,4,NO,---,---,---,---
16Mar2016,1263,NO,2,NO,---,---,---,---
19Jan2018,1758,YES,3,NO,---,---,---,---
13Dec2016,1054,NO,3,NO,---,---,---,---
26Mar2015,2721,YES,4,YES,14Mar2018,OK,OK,Damage
15Sep2019,123,NO,3,NO,---,---,---,---
4Sep2019,238,YES,3,NO,---,---,---,---
6Sep2017,814,NO,3,NO,---,---,---,---
1Apr2017,2028,YES,4,NO,---,---,---,---
10Aug2016,503,NO,3,NO,---,---,---,---
5Sep2017,1047,NO,4,NO,---,---,---,---
18Aug2016,1525,NO,3,NO,---,---,---,---
15May2017,2299,YES,3,NO,---,---,---,---
24Aug2017,990,YES,3,NO,---,---,---,---
25Mar2019,784,YES,2,NO,---,---,---,---
5Oct2017,2079,YES,3,NO,---,---,---,---
13Jul2018,688,NO,4,NO,---,---,---,---
22Jul2019,152,NO,3,NO,---,---,---,---
13Mar2017,1338,NO,3,NO,---,---,---,---
5Sep2016,1173,NO,3,NO,---,---,---,---
8Aug2019,216,NO,2,NO,---,---,---,---
6Mar2019,346,YES,8,NO,---,---,---,---
23Mar2019,755,YES,2,NO,---,---,---,---
27Apr2016,2643,YES,3,NO,---,---,---,---
20Oct2017,625,YES,1,YES,30Jun2018,Damage,OK,OK
7Dec2017,627,NO,4,NO,---,---,---,---
22Sep2015,2562,NO,3,NO,---,---,---,---
28Oct2016,3046,YES,2,NO,---,---,---,---
24Jun2019,275,NO,3,NO,---,---,---,---
19Mar2019,604,YES,4,NO,---,---,---,---
5Nov2018,662,YES,5,NO,---,---,---,---
5Aug2019,276,YES,2,NO,---,---,---,---
11Oct2016,1007,NO,3,NO,---,---,---,---
9Sep2019,229,YES,2,NO,---,---,---,---
16Dec2017,1573,YES,2,NO,---,---,---,---
7Oct2018,454,NO,3,NO,---,---,---,---
27May2015,1670,NO,5,YES,2Oct2018,Damage,OK,OK
13Jul2016,1304,NO,2,NO,---,---,---,---
6Jan2019,374,NO,3,NO,---,---,---,---
2Apr2017,817,NO,4,NO,---,---,---,---
1Mar2015,2121,NO,2,NO,---,---,---,---
3Feb2018,707,NO,2,NO,---,---,---,---
12Nov2018,1240,YES,4,NO,---,---,---,---
3Feb2015,1350,NO,2,YES,2Nov2019,OK,OK,OK
8Apr2017,1052,NO,4,NO,---,---,---,---
12Aug2019,236,YES,2,NO,---,---,---,---
7Mar2018,1501,YES,5,NO,---,---,---,---
18Sep2015,2280,NO,4,NO,---,---,---,---
11Jan2016,2015,NO,5,NO,---,---,---,---
12Aug2016,1127,NO,3,NO,---,---,---,---
22Apr2018,1696,YES,5,NO,---,---,---,---
17Jul2019,176,YES,3,NO,---,---,---,---
3Feb2019,909,YES,4,NO,---,---,---,---
18Apr2018,1629,YES,3,NO,---,---,---,---
2Oct2016,71,NO,6,YES,19Dec2016,OK,OK,Damage
29May2018,1071,YES,3,NO,---,---,---,---
1Aug2016,1215,NO,2,NO,---,---,---,---
18Feb2016,909,NO,2,NO,---,---,---,---
19Jul2017,906,NO,2,NO,---,---,---,---
10Apr2015,3252,YES,1,YES,6Jul2019,Damage,OK,OK
14Apr2016,1406,NO,3,NO,---,---,---,---
27Jan2016,2385,YES,2,YES,3Dec2018,OK,Damage,OK
6Aug2016,434,YES,1,YES,1May2017,OK,OK,Damage
17Jun2018,1035,YES,4,NO,---,---,---,---
19Nov2019,31,NO,4,NO,---,---,---,---
25Oct2018,609,NO,2,NO,---,---,---,---
9Nov2016,1592,NO,2,NO,---,---,---,---
2Aug2017,826,NO,4,NO,---,---,---,---
14Jul2015,1307,NO,3,NO,---,---,---,---
25Sep2016,146,NO,4,YES,8Mar2017,OK,OK,Damage
22Jan2015,2401,NO,3,NO,---,---,---,---
29Mar2018,593,NO,1,NO,---,---,---,---
2Apr2016,758,YES,5,NO,---,---,---,---
2May2016,1955,NO,2,NO,---,---,---,---
29Mar2016,1818,NO,2,NO,---,---,---,---
23Jun2018,1139,YES,4,NO,---,---,---,---
28Sep2016,1718,YES,1,NO,---,---,---,---
5Sep2015,1066,NO,1,NO,---,---,---,---
13Aug2015,1771,NO,2,NO,---,---,---,---
4Nov2019,66,NO,3,NO,---,---,---,---
26May2018,763,NO,1,NO,---,---,---,---
7Jan2015,2355,NO,3,NO,---,---,---,---
16Jan2015,1760,NO,2,NO,---,---,---,---
11Aug2019,162,NO,3,NO,---,---,---,---
6Jan2019,346,NO,1,NO,---,---,---,---
12Apr2016,1681,NO,6,NO,---,---,---,---
3Oct2017,427,YES,3,YES,23Jun2018,OK,OK,Damage
22Jun2019,152,NO,5,NO,---,---,---,---
14Jul2019,283,YES,3,NO,---,---,---,---
12May2015,1851,YES,1,YES,1Apr2018,Damage,OK,OK
8Sep2018,394,NO,3,NO,---,---,---,---
7Nov2016,927,NO,6,NO,---,---,---,---
28Sep2019,249,YES,5,NO,---,---,---,---
1Dec2017,1059,NO,3,NO,---,---,---,---
1Oct2017,1428,YES,4,YES,21Dec2018,Damage,OK,OK
13Oct2015,2951,YES,3,NO,---,---,---,---
1Apr2018,1360,YES,2,YES,15Jun2019,Damage,OK,OK
25Jun2016,432,NO,4,YES,2Apr2018,OK,OK,Damage
24May2015,2190,YES,2,YES,19May2017,Damage,OK,OK
13Jun2018,1168,YES,5,NO,---,---,---,---
5Feb2017,1899,YES,3,YES,1Jun2019,Damage,OK,OK
17Jul2018,523,NO,3,NO,---,---,---,---
28Apr2015,1995,NO,2,NO,---,---,---,---
20Jul2015,2300,NO,4,NO,---,---,---,---
15Apr2019,584,YES,5,NO,---,---,---,---
14Oct2015,1735,NO,5,NO,---,---,---,---
1Jul2017,1578,YES,1,NO,---,---,---,---
28Nov2017,1710,YES,3,NO,---,---,---,---
25Jan2015,1961,YES,4,YES,3May2018,Damage,OK,OK
11Aug2019,302,YES,4,NO,---,---,---,---
30Apr2018,383,NO,4,NO,---,---,---,---
11Nov2018,615,NO,3,NO,---,---,---,---
27Jan2018,582,NO,5,NO,---,---,---,---
28Apr2015,328,NO,3,YES,24Sep2016,OK,OK,Damage
28Sep2018,350,NO,3,NO,---,---,---,---
6Mar2016,722,NO,5,NO,---,---,---,---
11Dec2019,29,NO,4,NO,---,---,---,---
2Mar2015,1342,YES,6,YES,18Nov2016,Damage,OK,OK
30Jan2018,870,NO,2,NO,---,---,---,---
1Dec2018,450,NO,2,NO,---,---,---,---
22Jun2019,418,YES,3,NO,---,---,---,---
17Dec2015,1342,NO,5,NO,---,---,---,---
28Feb2017,877,NO,4,NO,---,---,---,---
24Jun2017,765,NO,3,NO,---,---,---,---
22Sep2016,1662,YES,2,NO,---,---,---,---
23Aug2018,1109,YES,6,NO,---,---,---,---
30Aug2018,720,NO,4,NO,---,---,---,---
27Mar2017,1843,YES,4,NO,---,---,---,---
7Feb2019,696,YES,4,NO,---,---,---,---
28Dec2015,1833,NO,3,NO,---,---,---,---
26Jan2016,975,NO,4,NO,---,---,---,---
23Sep2017,1727,YES,2,NO,---,---,---,---
23Jun2019,181,NO,2,NO,---,---,---,---
17Jun2015,1490,NO,2,NO,---,---,---,---
21Dec2015,1717,NO,2,NO,---,---,---,---
15Dec2019,21,NO,3,NO,---,---,---,---
29Aug2016,2075,YES,5,YES,4Mar2019,Damage,OK,OK
